"GeneSymbol","GeneScore"
"MOAP1","-0.242105"
"MOCS2","-0.302315"
"MOGS","0.314895"
"MOV10","0.435324"
"MPI","0.330679"
"MPND","-0.45414"
"MRPL10","0.253927"
"MRPL11","-0.244852"
"MRPL18","0.338797"
"MRPL21","0.258769"
"MRPL27","0.235842"
"MRPL33","-0.290681"
"MRPL42","0.437153"
"MRPL46","0.187814"
"MRPL49","0.384318"
"MRPL50","0.265174"
"MRPS15","-0.571113"
"MRPS18C","0.5926"
"MRPS21","0.260304"
"MRPS36","-0.257826"
"MSRA","-0.380545"
"MT1A","1.23953"
"MT1E","1.99025"
"MT1F","1.57328"
"MT1G","1.99161"
"MT1M","0.738952"
"MT1X","1.95956"
"MT2A","0.992925"
"MTAP","-0.27034"
"MTCP1","-0.507303"
"MTG1","-0.207749"
"MTHFD1","-0.391373"
"MTHFD1L","0.474074"
"MTIF2","-0.288307"
"MTMR10","-0.398618"
"MTMR11","0.878221"
"MTMR14","-0.164017"
"MTX1","-0.197273"
"MTX3","-0.229093"
"MUC1","0.398943"
"MX1","0.804662"
"MX2","1.18524"
"MXD1","0.516212"
"MXD4","-0.416292"
"MYBPH","-0.287113"
"MYC","0.502972"
"MYCBP","-0.165721"
"MYL6B","-0.393543"
"MYLIP","0.516601"
"MYO7A","0.34811"
"MYO9B","-0.309311"
"MYOF","-0.624187"
"MYPOP","-0.255895"
"N4BP2L2","0.39144"
"NAAA","-0.814127"
"NACC2","0.427914"
"NADSYN1","-0.235158"
"NAMPT","0.340573"
"NAP1L1","-0.322763"
"NAT6","0.211783"
"NBEAL2","-0.448242"
"NBPF12","0.136415"
"NCAPD2","-0.414077"
"NCF2","0.53508"
"NCOA1","-0.406578"
"NCOA7","0.636048"
"NDC80","0.156737"
"NDRG3","-0.402795"
"NDUFA1","-0.221235"
"NDUFA11","-0.316521"
"NDUFA13","-0.35205"
"NDUFA2","-0.26014"
"NDUFA9","-0.313474"
"NDUFAB1","-0.227053"
"NDUFB10","-0.497251"
"NDUFB2","-0.319029"
"NDUFB5","-0.190195"
"NDUFB6","-0.481933"
"NDUFB7","-0.364251"
"NDUFB8","-0.316812"
"NDUFC1","-0.36837"
"NDUFS1","-0.362356"
"NDUFS2","-0.329707"
"NDUFS3","-0.256554"
"NDUFS5","-0.458709"
"NDUFS7","-0.426585"
"NDUFS8","-0.443274"
"NDUFV3","-0.328479"
"NECAP2","0.28549"
"NEU1","0.33402"
"NFE2","0.721522"
"NFE2L2","-0.413641"
"NFIX","-0.644393"
"NFKBIB","-0.350415"
"NFX1","0.260084"
"NHLRC3","0.227305"
"NICN1","-0.379656"
"NIF3L1","-0.336507"
"NIN","-0.302076"
"NINJ2","0.626379"
"NISCH","-0.359191"
"NKG7","0.430593"
"NKTR","0.290617"
"NMB","0.266536"
"NME1","0.276158"
"NME2","-0.43038"
"NMT2","-0.201976"
"NNT","-0.352286"
"NOD1","0.513988"
"NOL3","0.248346"
"NOP2","0.28916"
"NOP56","0.212627"
"NPM3","-0.234213"
"NPR2","-0.169252"
"NPTN","-0.400508"
"NR1D2","-0.642378"
"NRIP1","0.405384"
"NRIP3","-0.425407"
"NSFL1C","0.256725"
"NSUN4","0.25996"
"NUBPL","-0.224126"
"NUDCD1","-0.165763"
"NUDCD2","-0.251015"
"NUDT16L1","-0.367762"
"NUDT7","-0.538056"
"NUMB","-0.653925"
"NUP188","-0.20582"
"NUP62","0.190883"
"NUTF2","-0.441435"
"NXT2","-0.506029"
"OAS1","0.72491"
"OAS2","0.836416"
"OAS3","1.01924"
"OASL","2.04492"
"OAZ2","-0.63847"
"OCIAD1","-0.351642"
"OGFOD1","0.342072"
"OGFRL1","0.409806"
"OGT","-0.284032"
"OLFML2B","-0.690936"
"OLFML3","0.376547"
"OPLAH","-0.347758"
"ORMDL2","-0.203938"
"OSBPL7","0.307175"
"OSBPL8","-0.340182"
"OSTM1","-0.696417"
"OTOF","1.30834"
"OTUD4","-0.30068"
"P2RX1","-0.554599"
"P2RY13","-1.03324"
"P2RY2","0.305918"
"P4HA1","1.20865"
"P4HA2","0.524851"
"P4HTM","-0.341184"
"PA2G4","0.238096"
"PAAF1","0.49158"
"PACSIN2","-0.244539"
"PAF1","0.414569"
"PAFAH1B3","-0.852307"
"PAG1","-0.530754"
"PAICS","0.219"
"PAK1","0.355721"
"PALLD","-0.181349"
"PAM","-0.699907"
"PANX2","0.503153"
"PAPOLA","-0.505207"
"PAPSS1","-0.42047"
"PAQR8","0.355312"
"PARK7","-0.288272"
"PARP14","-0.508382"
"PARP15","0.162328"
"PARP3","0.474413"
"PARP9","0.666027"
"PARVG","-0.392953"
"PBX3","-0.594365"
"PCBP1","0.284242"
"PCCA","-0.244471"
"PCCB","-0.241727"
"PCF11","-0.417903"
"PCK2","0.623749"
"PCMTD1","-0.400381"
"PCMTD2","-0.449273"
"PCNA","0.582598"
"PCNT","-0.316362"
"PCYOX1","-0.199051"
"PCYT1A","0.172509"
"PDCD1LG2","0.688545"
"PDE12","-0.251113"
"PDE4B","-0.763577"
"PDGFC","-0.264072"
"PDGFRL","0.18939"
"PDIA5","0.541644"
"PDIK1L","-0.200666"
"PDK4","0.804228"
"PDRG1","-0.339733"
"PDSS2","-0.401344"
"PDXDC1","-0.259928"
"PDXK","-0.909368"
"PEA15","0.290598"
"PECR","0.233619"
"PELI2","-0.494386"
"PELO","0.368383"
"PEPD","-0.448437"
"PER2","-0.254239"
"PER3","-0.415538"
"PEX11A","0.14793"
"PEX13","0.241799"
"PFDN5","-0.211169"
"PFKFB2","-0.406954"
"PFKFB3","0.824221"
"PFKFB4","0.352587"
"PFKM","0.365026"
"PFKP","0.524526"
"PGAM1","0.327585"
"PGD","-0.543468"
"PGGT1B","0.348149"
"PGK1","0.486011"
"PGLS","-0.333342"
"PGM1","0.787152"
"PGM2","-0.348469"
"PGS1","-0.272769"
"PHB","-0.273136"
"PHB2","-0.191169"
"PHF1","0.379392"
"PHF11","0.570803"
"PHF13","-0.286409"
"PHF2","-0.227913"
"PHKA2","-0.286293"
"PHKG2","0.242899"
"PHLDA3","0.171818"
"PI4K2A","-0.345517"
"PIAS4","0.335473"
"PICALM","-0.413907"
"PIGH","-0.241091"
"PIGK","-0.660143"
"PIGM","0.480426"
"PIGQ","-0.226768"
"PIGT","-0.641861"
"PIGX","-0.391308"
"PIK3AP1","-0.409876"
"PIK3C2A","-0.452476"
"PIK3CB","0.238577"
"PIK3CD","-0.32431"
"PIK3R1","-0.254575"
"PILRA","0.416863"
"PIM1","-0.507765"
"PIN1","-0.197264"
"PINK1","-0.36274"
"PINX1","0.421114"
"PIP4K2C","0.365083"
"PITPNM1","-0.20525"
"PKD2","0.48095"
"PKD2L1","0.804195"
"PLAC8","1.33059"
"PLAU","0.638397"
"PLCD1","0.204991"
"PLD6","0.376739"
"PLEKHA1","-0.272148"
"PLEKHA7","0.198711"
"PLEKHG2","0.26984"
"PLEKHM2","-0.238522"
"PLIN2","0.797537"
"PLXDC2","0.580578"
"PLXNC1","-0.343215"
"PMAIP1","0.277235"
"PML","0.20855"
"PNKD","-0.890477"
"PNN","-0.293964"
"PNPLA7","-0.394497"
"PNPT1","-0.376036"
"PNRC2","0.388913"
"POLA1","-0.224506"
"POLD1","-0.286565"
"POLE4","-0.303687"
"POLR2A","0.457273"
"POLR2B","-0.461519"
"POLR2D","0.235039"
"POLR2G","-0.413026"
"POLR2H","0.573177"
"POLR2J2","-0.616756"
"POLR2J3","-0.310226"
"PON2","0.56666"
"POP7","0.243279"
"POU2F2","-0.258685"
"PPARA","-0.179135"
"PPARGC1B","-0.464416"
"PPDPF","0.689324"
"PPHLN1","0.480353"
"PPM1B","-0.442006"
"PPM1D","-0.306543"
"PPM1M","-0.622622"
"PPP1CB","-0.299184"
"PPP1R10","-0.398977"
"PPP1R16A","-0.307905"
"PPP2R3A","-0.32501"
"PPP2R5A","-0.466107"
"PPP2R5B","0.231723"
"PPP3CB","-0.302413"
"PPP4R1","-0.177712"
"PPP6C","-0.147439"
"PPWD1","-0.370572"
"PQLC1","0.210472"
"PRAM1","0.41026"
"PRAMEF4","-0.152038"
"PRDM1","0.314663"
"PRDM8","-0.340221"
"PRDX3","-0.248129"
"PRDX5","-0.30391"
"PRDX6","-0.347343"
"PREX1","-0.626513"
"PRICKLE1","0.567435"
"PRIM1","-0.319558"
"PRKAG1","0.302816"
"PRKAR1A","-0.304539"
"PRKAR2A","-0.616488"
"PRKCB","-0.564373"
"PRKDC","-0.779036"
"PRKRA","-0.25363"
"PRMT1","-0.248869"
"PROS1","-0.528359"
"PRPF4","0.253512"
"PRPF8","-0.308913"
"PRPS2","-0.67529"
"PRR11","-0.291936"
"PRR13","0.248945"
"PRR3","0.616167"
"PRRG2","-0.231498"
"PRRG4","0.304065"
"PRSS36","-0.194517"
"PRSS42","-0.290845"
"PRX","-0.169393"
"PSD4","0.256824"
"PSEN2","-0.368942"
"PSENEN","-0.303713"
"PSMA1","0.155205"
"PSMA2","-0.448301"
"PSMA6","0.386171"
"PSMB2","0.423844"
"PSMB7","0.333732"
"PSMC1","0.441057"
"PSMC2","0.384354"
"PSMC3","0.323445"
"PSMC4","0.430357"
"PSMC5","0.351762"
"PSMC6","0.304371"
"PSMD1","0.292949"
"PSMD10","-0.213666"
"PSMD11","0.281587"
"PSMD13","0.311913"
"PSMD14","0.232183"
"PSMD3","0.258172"
"PSMD4","0.271184"
"PSMD6","0.291239"
"PSMD7","0.380741"
"PSME1","0.222313"
"PSRC1","0.169107"
"PSTPIP1","0.685663"
"PTDSS1","-0.267513"
"PTGER4","0.409231"
"PTGES2","-0.250181"
"PTGFRN","0.173277"
"PTK2B","0.284784"
"PTMA","-0.331821"
"PTMS","-0.477023"
"PTP4A1","0.404511"
"PTP4A2","-0.577726"
"PTPMT1","-0.370863"
"PTPN1","-0.667245"
"PTPN11","-0.488734"
"PTPN2","-0.385777"
"PTPN22","0.758107"
"PTPN6","-0.296704"
"PTPRO","1.1612"
"PTRF","-0.214489"
"PTTG1IP","0.497773"
"PUM2","-0.159302"
"PXK","-0.321226"
"QARS","-0.344191"
"RAB11A","0.459407"
"RAB11FIP4","-0.208812"
"RAB13","-0.847102"
"RAB22A","-0.343953"
"RAB3D","0.182157"
"RAB3GAP2","-0.207372"
"RAB3IL1","0.928281"
"RAB43","-0.242484"
"RAB5A","-0.49493"
"RAB7A","-0.271312"
"RAB8A","0.310639"
"RABEPK","-0.790527"
"RABGAP1L","0.463778"
"RAD23B","0.199959"
"RAD51","0.226886"
"RALGAPA1","-0.251601"
"RAP2A","0.329173"
"RAPGEF6","-0.219747"
"RAPGEFL1","0.149428"
"RARA","0.384292"
"RARRES3","-0.190708"
"RASA1","-0.267258"
"RASAL1","-0.565099"
"RASAL3","0.454603"
"RASGRP1","-0.252795"
"RASSF2","-0.557102"
"RB1CC1","-0.354671"
"RBBP4","-0.391144"
"RBBP7","-0.407046"
"RBL2","-0.598968"
"RBM10","0.197892"
"RBM14","0.338451"
"RBM15","0.2425"
"RBM18","0.228469"
"RBM34","0.454868"
"RBM38","-0.578674"
"RBM43","0.363865"
"RBM47","-0.453929"
"RBMS2","0.300449"
"RBMX2","0.299036"
"RBPJ","-0.347268"
"RBX1","0.236247"
"RCBTB2","0.338579"
"RCE1","0.597341"
"RCN2","-0.54914"
"REEP5","-0.368961"
"REPS2","0.363298"
"RFX2","-0.260457"
"RFX5","-0.403444"
"RGAG4","-0.21665"
"RGL2","-0.226432"
"RGS10","0.220505"
"RGS18","0.698276"
"RGS19","0.247128"
"RGS2","0.429307"
"RHBDD2","-0.314652"
"RHBDD3","0.228941"
"RHBDF2","-0.38593"
"RHEBL1","0.297757"
"RHOA","-0.238022"
"RHOB","0.778588"
"RHOQ","-0.460159"
"RILPL1","-0.340201"
"RIMS4","-0.385982"
"RIN3","0.282186"
"RINL","0.411218"
"RINT1","0.271523"
"RIOK1","0.227487"
"RIPK2","0.502388"
"RMRP","1.0954"
"RN7SK","1.7091"
"RNASE2","0.683776"
"RNASE4","0.675056"
"RNASEH1","-0.255031"
"RNASEK","-0.206068"
"RND1","-0.15191"
"RNF10","-0.243437"
"RNF103","-0.291003"
"RNF121","0.310549"
"RNF13","-0.399764"
"RNF14","-0.357933"
"RNF145","-0.325633"
"RNF149","0.373831"
"RNF19B","-0.382202"
"RNF25","0.293494"
"RNF34","0.32986"
"RNF40","0.216159"
"RNU1-3","2.10686"
"RNU11","0.851145"
"RNU12","0.786767"
"RNU2-1","0.214926"
"RNU4-1","2.25253"
"RNU4-2","2.25782"
"RNU4ATAC","0.653902"
"RNU6-1","2.06931"
"RNU6ATAC","0.494783"
"ROGDI","0.495562"
"RP2","0.488324"
"RPE","0.465755"
"RPF1","0.528973"
"RPF2","0.268214"
"RPL10A","-0.186006"
"RPL10L","0.42745"
"RPL15","-0.229555"
"RPL26","0.28601"
"RPL3","-0.241827"
"RPL36","0.348727"
"RPL36AL","0.234257"
"RPL39L","0.406537"
"RPL9","0.209039"
"RPLP1","0.415959"
"RPP21","0.254907"
"RPP40","0.449404"
"RPPH1","0.586847"
"RPS18","0.368115"
"RPS21","-0.364905"
"RPS27L","0.40262"
"RPS6KA3","-0.232538"
"RPS6KA5","0.486885"
"RPS7","0.37271"
"RPUSD3","0.300236"
"RRAGB","-0.274698"
"RRAGC","0.366206"
"RRAGD","0.591391"
"RRAS","-0.672141"
"RRM2B","0.378113"
"RRP1","0.307543"
"RRP1B","-0.288924"
"RSAD2","1.77863"
"RSC1A1","0.299285"
"RSF1","0.276311"
"RSRC2","-0.480729"
"RSU1","-0.600646"
"RTN1","-0.98142"
"RTN3","-0.352228"
"RTN4","-0.325275"
"RTN4IP1","-0.253374"
"RTP4","0.303455"
"RUFY4","0.220789"
"RUNX1","-0.449833"
"RUNX2","0.51488"
"RXRA","0.532755"
"RYK","-0.604957"
"S100A10","0.41255"
"S100A12","0.767175"
"S1PR4","0.346631"
"SAMD7","-0.125409"
"SAMD9","0.605293"
"SAMD9L","0.632156"
"SAT2","0.463928"
"SBF1","-0.537912"
"SBF2","-0.366128"
"SCAMP2","0.238294"
"SCAMP4","0.315473"
"SCAND1","0.269763"
"SCARNA10","0.851784"
"SCARNA9","1.29243"
"SCD","-0.838246"
"SCG5","-0.283157"
"SCIN","0.833269"
"SCLY","-0.228451"
"SCML1","-0.522028"
"SCPEP1","-0.451208"
"SCRN1","0.483666"
"SDC2","-1.00229"
"SDC3","0.325809"
"SDCCAG3","0.369961"
"SDF2","0.314623"
"SDF2L1","0.294738"
"SDHB","0.294057"
"SDHC","-0.478403"
"SDS","0.892989"
"SEC22C","-0.354947"
"SEC23B","-0.229618"
"SEL1L","-0.268827"
"SEMA4B","0.256985"
"SEMA4D","0.549113"
"SEPT11","-0.268023"
"SEPT4","-0.73087"
"SERINC1","-0.418866"
"SERPINE1","-0.239177"
"SERPINF1","0.407298"
"SESN1","0.373147"
"SESTD1","-0.258679"
"SETBP1","-0.238702"
"SETD1A","0.239269"
"SETD2","-0.201992"
"SF3B1","-0.236929"
"SF3B4","0.333495"
"SFXN4","-0.645163"
"SGK1","0.503373"
"SGPL1","-0.301433"
"SGSH","0.495491"
"SH3BGRL","-0.712489"
"SH3BGRL3","-0.491424"
"SH3BP2","-0.281689"
"SH3BP4","0.437332"
"SH3KBP1","-0.293972"
"SHB","0.351282"
"SHCBP1","-0.56956"
"SHISA5","0.379072"
"SIAH1","-0.422582"
"SIGLEC5","0.898999"
"SIGLEC9","0.353109"
"SIPA1","-0.320906"
"SKAP2","-0.304798"
"SKIV2L","-0.292652"
"SLAMF6","0.40824"
"SLC11A2","-0.419517"
"SLC12A6","-0.244873"
"SLC15A3","-0.583082"
"SLC15A4","0.30933"
"SLC16A3","0.360942"
"SLC16A6","0.509447"
"SLC20A1","-0.393038"
"SLC22A18AS","0.555393"
"SLC24A4","0.405948"
"SLC25A11","-0.213306"
"SLC25A19","0.329378"
"SLC25A28","0.248715"
"SLC25A5","-0.194399"
"SLC2A1","0.494922"
"SLC2A5","1.46866"
"SLC2A6","-0.528622"
"SLC2A9","-0.549415"
"SLC30A1","0.459785"
"SLC30A5","-0.469906"
"SLC30A7","-0.263036"
"SLC30A9","-0.296364"
"SLC31A1","0.693404"
"SLC31A2","-0.255272"
"SLC33A1","-0.243549"
"SLC35A4","0.268186"
"SLC37A1","0.340574"
"SLC38A2","-0.460362"
"SLC38A5","0.301531"
"SLC38A7","0.299668"
"SLC3A2","0.671984"
"SLC41A2","0.311334"
"SLC43A2","0.449921"
"SLC43A3","0.420284"
"SLC44A1","0.843121"
"SLC44A2","-0.552884"
"SLC45A4","0.303137"
"SLC46A3","-0.745247"
"SLC6A12","0.420792"
"SLC7A1","-0.524204"
"SLC7A5","-0.518874"
"SLC7A7","0.190022"
"SLCO2B1","-1.05036"
"SLFN11","0.463451"
"SLFN12","0.256199"
"SLFN5","0.635594"
"SLTM","-0.256393"
"SMAD5","-0.533757"
"SMAD6","0.525792"
"SMARCA2","-0.199939"
"SMARCA4","0.188649"
"SMARCD1","0.430998"
"SMARCE1","-0.392175"
"SMG7","0.278468"
"SMNDC1","0.320338"
"SMPD3","0.213627"
"SMPDL3A","0.884358"
"SMUG1","-0.280774"
"SNAP23","-0.721558"
"SNAPC1","-0.30658"
"SNCA","0.730722"
"SNHG11","-0.238362"
"SNIP1","0.320329"
"SNORA16B","0.108285"
"SNORA24","0.214099"
"SNORA55","0.300386"
"SNORA57","0.191939"
"SNORA63","0.255756"
"SNORA73A","0.281266"
"SNORA73B","0.323572"
"SNORA7B","0.243038"
"SNORD12","0.385337"
"SNORD121A","-0.166712"
"SNORD13","0.66635"
"SNORD15B","0.513639"
"SNORD3A","2.30853"
"SNORD3C","1.82302"
"SNORD3D","2.33071"
"SNORD46","0.598258"
"SNORD68","0.525683"
"SNORD95","0.292556"
"SNRNP40","0.25193"
"SNRPA","0.169863"
"SNRPB2","0.239951"
"SNRPC","-0.183941"
"SNRPD3","-0.491424"
"SNRPN","0.337551"
"SNTB1","0.428956"
"SNUPN","-0.360044"
"SNURF","0.494175"
"SNX1","-0.202201"
"SNX11","0.302851"
"SNX13","-0.406821"
"SNX17","-0.174953"
"SNX5","-0.529652"
"SNX6","-0.32452"
"SOCS1","0.490864"
"SOCS3","-0.983442"
"SOD2","-0.504151"
"SORT1","-1.31895"
"SP110","0.406618"
"SP140","0.916525"
"SPAG9","-0.305665"
"SPATS2L","0.657657"
"SPHAR","-0.261054"
"SPHK2","-0.258267"
"SPIN4","-0.264175"
"SPINT2","-0.492823"
"SPOCD1","-0.158174"
"SPPL2A","-0.754574"
"SPR","-0.28534"
"SPRED1","-0.508873"
"SPRY2","-0.576619"
"SPTLC1","-0.320055"
"SQLE","-0.791369"
"SRD5A1","0.67253"
"SRF","-0.257087"
"SRM","-0.225863"
"SRP14","0.300978"
"SRP68","0.222783"
"SRRD","0.286339"
"SRRM1","0.286435"
"SS18L1","0.220894"
"SS18L2","0.27483"
"SSBP1","0.211151"
"SSBP2","-0.179111"
"SSH1","-0.213651"
"SSH2","-0.66012"
"SSR1","0.265692"
"SSSCA1","0.252181"
"ST14","0.981041"
"ST3GAL4","-0.240011"
"ST3GAL6","0.341692"
"ST6GALNAC6","-0.333657"
"ST8SIA4","0.401906"
"STAB1","-0.667679"
"STAC3","0.402965"
"STAG1","-0.432224"
"STAT2","0.318716"
"STIP1","-0.299957"
"STK11IP","-0.252735"
"STK17B","0.462293"
"STK24","0.170814"
"STK36","0.330264"
"STK39","0.298713"
"STOM","-0.379902"
"STRAP","-0.48013"
"STRBP","0.117879"
"STRN3","-0.384213"
"STXBP5","-0.245969"
"SUCNR1","1.3232"
"SULF2","0.932959"
"SUMF1","-0.504579"
"SUMF2","-0.283771"
"SURF1","-0.382721"
"SURF4","-0.373617"
"SUSD1","0.657716"
"SUSD3","0.706914"
"SYK","0.319354"
"SYNJ2BP","-0.559044"
"SYP","-0.220075"
"SYT17","-0.203568"
"TACC1","-0.231581"
"TADA3","0.20167"
"TAF10","-0.188217"
"TAF1B","0.314207"
"TAF6L","-0.195941"
"TAGAP","0.379215"
"TANK","-0.291014"
"TAOK3","-0.232651"
"TAPBP","-0.455456"
"TAS2R43","0.160067"
"TAX1BP3","-0.263691"
"TBC1D10B","0.224758"
"TBC1D10C","0.391427"
"TBC1D13","0.182393"
"TBC1D14","-0.717731"
"TBC1D15","-0.325687"
"TBC1D2","0.728181"
"TBC1D2B","-0.323884"
"TBC1D4","-0.221091"
"TBC1D9","-0.660893"
"TBK1","-0.243535"
"TBPL1","0.269451"
"TBXAS1","-0.613265"
"TCEAL4","0.521401"
"TCEAL8","0.346019"
"TCIRG1","-0.289376"
"TCTEX1D2","0.238748"
"TCTN1","-0.345137"
"TCTN3","-0.216353"
"TDRD6","-0.285389"
"TECR","-0.568707"
"TEF","-0.454839"
"TERF1","0.220265"
"TEX14","-0.524152"
"TFB2M","-0.25743"
"TFDP1","-0.230829"
"TFRC","-1.60774"
"TGFBR2","-0.386189"
"TGM1","0.468948"
"TGOLN2","-0.509388"
"THAP4","0.128797"
"THAP8","0.231144"
"THOC3","0.418154"
"THUMPD2","0.240045"
"THYN1","0.242101"
"TIPARP","-0.403217"
"TLK2","0.284361"
"TLN1","-0.526144"
"TLN2","-0.306733"
"TLR4","0.593202"
"TLR8","-0.316241"
"TM2D1","-0.512475"
"TM7SF2","-0.256419"
"TM9SF1","-0.219285"
"TM9SF2","-0.604508"
"TMBIM4","-0.342328"
"TMBIM6","-0.704329"
"TMCO3","-0.750407"
"TMCO4","0.263422"
"TMEM106A","-0.36972"
"TMEM106B","-0.258923"
"TMEM106C","0.470913"
"TMEM109","-0.6262"
"TMEM115","0.249773"
"TMEM138","-0.460721"
"TMEM147","-0.35625"
"TMEM14A","0.401653"
"TMEM154","1.20305"
"TMEM165","-0.287086"
"TMEM173","0.481739"
"TMEM175","-0.295772"
"TMEM184B","0.330007"
"TMEM189-UBE2V1","0.695688"
"TMEM19","-0.80927"
"TMEM205","-0.838796"
"TMEM216","0.282979"
"TMEM41B","-0.314591"
"TMEM45A","0.512131"
"TMEM5","-0.366368"
"TMEM50B","0.471822"
"TMEM59","-0.309152"
"TMEM62","0.278925"
"TMEM63A","0.455906"
"TMEM64","-0.209252"
"TMEM70","-0.303119"
"TMEM71","0.672752"
"TMEM79","-0.474943"
"TMEM86B","0.210709"
"TMEM91","-0.588834"
"TMUB1","0.311313"
"TMX4","-0.935029"
"TNF","0.501308"
"TNFAIP8L1","-0.736205"
"TNFRSF10A","0.50636"
"TNFSF10","0.33168"
"TNFSF13B","-0.283497"
"TNFSF14","-0.330399"
"TNIK","-0.254522"
"TNIP1","-0.619061"
"TNRC6A","0.191663"
"TNRC6B","-0.366303"
"TNS1","0.426341"
"TNS3","-0.614284"
"TOE1","0.158571"
"TOM1","0.259641"
"TOMM7","-0.435065"
"TOP2B","-1.16781"
"TOPBP1","-0.302132"
"TOR1A","0.315121"
"TOR1B","0.40795"
"TP53","0.357093"
"TP53BP2","-0.384393"
"TP53INP2","-0.258529"
"TPCN1","-0.509406"
"TPD52L2","0.315154"
"TPI1","0.475413"
"TPM1","0.432553"
"TPMT","0.340774"
"TPRG1L","0.344654"
"TPST1","-0.146914"
"TRABD","0.306385"
"TRAF5","0.363945"
"TRAM1","-0.245951"
"TRAM2","0.500348"
"TRAPPC2L","0.2304"
"TRAPPC6A","-0.57711"
"TREM1","1.07213"
"TREM2","-0.553649"
"TRIAP1","0.550188"
"TRIL","0.122434"
"TRIM14","0.212038"
"TRIM22","0.356933"
"TRIM24","-0.293304"
"TRIM38","0.466449"
"TRIM69","0.441475"
"TRIO","0.284535"
"TRIP4","0.234028"
"TRIP6","0.530585"
"TRMT1","0.401263"
"TRMT11","0.365991"
"TRMT5","0.391704"
"TRPM2","-0.699238"
"TRPM4","0.549262"
"TRRAP","-0.242729"
"TSC22D1","-0.620524"
"TSHZ3","-0.279302"
"TSPAN3","-0.545374"
"TSPYL1","0.549765"
"TTC1","0.266614"
"TTC3","-0.373681"
"TTC4","0.185758"
"TTC7A","0.324304"
"TTC9C","0.251087"
"TTL","-0.629583"
"TTLL12","0.322749"
"TTPAL","0.359349"
"TUBA4A","0.394474"
"TUBB2A","0.387576"
"TUBG2","0.295904"
"TUBGCP6","-0.223803"
"TUFM","-0.373792"
"TUFT1","0.689273"
"TUG1","0.440049"
"TWF2","-0.471827"
"TXN","0.251315"
"TXNDC12","-0.980465"
"TXNDC16","-0.270031"
"TXNIP","0.691462"
"TXNRD1","-0.335"
"U2AF1","0.203337"
"UBA1","-0.292091"
"UBASH3B","0.329305"
"UBE2E1","-0.22673"
"UBE2E2","-0.301391"
"UBE2F","0.534598"
"UBE2J1","-0.670992"
"UBE2L3","-0.594821"
"UBE2O","0.267544"
"UBE4B","-0.365479"
"UBFD1","0.513406"
"UBL3","-0.434164"
"UBP1","0.28367"
"UBR2","-0.285212"
"UBR4","0.405557"
"UBTD1","-0.29914"
"UBTD2","-0.317718"
"UBXN11","-0.474589"
"UBXN6","-0.424766"
"UCKL1","0.315182"
"UEVLD","-0.240249"
"UGCG","-0.465051"
"UGDH","-0.489723"
"UGT2A1","-0.194513"
"UHRF1BP1","-0.710049"
"UNC119","0.358776"
"UNC13D","0.227675"
"UNC93B1","0.315464"
"UPB1","-0.139455"
"UPK3A","0.29006"
"UQCRH","-0.252223"
"UQCRHL","-0.388956"
"USF2","-0.511823"
"USP14","0.248908"
"USP18","1.37041"
"USP34","-0.426529"
"USP48","-0.272349"
"USPL1","-0.330902"
"UTP14C","-0.281312"
"UTP23","0.229379"
"UXT","-0.236579"
"VAMP2","0.394088"
"VAMP7","-0.357717"
"VARS","-0.56133"
"VASH1","-1.24629"
"VAV1","-0.405323"
"VCAN","1.28643"
"VDAC3","0.209652"
"VIM","0.434369"
"VLDLR","0.131635"
"VOPP1","-0.434142"
"VPS11","0.343992"
"VPS13C","-0.213576"
"VPS29","0.257454"
"VPS33A","0.272156"
"VPS33B","0.236159"
"VPS35","0.219282"
"VPS36","-0.515235"
"VPS37C","-0.240149"
"VPS45","-0.171089"
"VPS54","-0.213715"
"VRK2","0.371567"
"VRK3","0.628306"
"VTRNA1-1","0.344502"
"WAS","0.273097"
"WASF2","-0.44365"
"WBP11","-0.185241"
"WDFY1","0.500265"
"WDFY2","0.348095"
"WDFY4","-0.397169"
"WDR13","-0.364629"
"WDR20","-0.43914"
"WDR37","-0.290203"
"WDR46","-0.253208"
"WDR54","1.02441"
"WDR7","-0.640325"
"WDR81","-0.405643"
"WDYHV1","0.292193"
"WIPF1","0.243398"
"WIPI1","-0.42319"
"WIPI2","-0.400602"
"WNT6","0.188904"
"WRB","-0.488233"
"WRN","-0.255805"
"WSB1","0.377261"
"WSB2","-0.854362"
"WTAP","-0.329464"
"WWC3","-0.509091"
"XAB2","0.271854"
"XAF1","1.12496"
"XKR8","0.446581"
"XPC","0.615659"
"XPO1","0.599749"
"XRCC6","-0.280675"
"YARS2","0.260054"
"YEATS2","0.510572"
"YPEL2","-0.232805"
"YPEL3","-0.33255"
"YTHDF3","-0.296855"
"YWHAG","0.278981"
"YWHAH","0.516083"
"YY1AP1","0.380646"
"ZBP1","1.19404"
"ZBTB17","-0.242232"
"ZBTB20","-0.198959"
"ZBTB22","-0.20014"
"ZBTB34","-0.252998"
"ZBTB44","-0.247756"
"ZBTB46","-0.317107"
"ZBTB7B","0.284471"
"ZC3H7A","-0.216444"
"ZC3H8","0.177888"
"ZC3HAV1","0.30983"
"ZCCHC3","0.233681"
"ZCCHC9","0.228203"
"ZDHHC18","-0.313508"
"ZDHHC6","-0.230506"
"ZEB2","-0.431309"
"ZFAND2B","0.218516"
"ZFP36","0.537752"
"ZFP36L1","0.396413"
